carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,anonymousFeature1,anonymousFeature2,anonymousFeature3,anonymousFeature5,anonymousFeature6,anonymousFeature14,price,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,length,width,high
66559,7,113,11642,2.06,1,5,1.0,0,5,779412.0,2.0,2019.0,1.6,11.0,1,14.03,1.0,2,2,7,2,1,9.38,2020,11,13,2018,10,1,4631.0,1760.0,1503.0
43838,33,120,8197,2.37,1,8,1.0,1,5,779414.0,2.0,2018.0,1.6,3.0,1,16.17,1.0,2,2,35,2,2,8.88,2021,4,1,2018,3,1,4750.0,1820.0,1488.0
24446,7,959,5136,1.21,6,1,1.0,0,5,779412.0,2.0,2017.0,2.5,39.0,1,16.18,1.0,9,2,56,5,1,12.98,2020,5,26,2019,1,1,5263.0,1850.0,1790.0
46541,22,398,8619,7.35,5,19,1.0,0,5,779413.0,1.0,2015.0,2.0,23.0,1,17.97,1.0,5,2,22,1,1,5.98,2021,4,7,2015,4,1,4500.0,1855.0,1699.0
9975,8,14,2774,6.14,1,3,1.0,1,5,779412.0,2.0,2014.0,1.6,6.0,1,13.28,1.0,2,2,8,2,2,6.35,2020,10,9,2015,3,1,4644.0,1778.0,1482.0
18681,2,82,4201,3.4,1,14,1.0,0,5,779412.0,2.0,2018.0,2.0,3.0,1,20.58,1.0,6,2,24,2,1,17.5,2020,10,30,2018,4,1,4900.0,1840.0,1455.0
34330,17,592,6717,8.41,1,17,1.0,0,5,779413.0,1.0,2015.0,2.0,23.0,2,27.98,1.0,3,2,19,1,1,7.3,2021,5,16,2016,1,1,4815.0,1855.0,1720.0
9574,38,412,2728,10.92,6,19,2.0,0,5,779421.0,2.0,2009.0,1.8,3.0,1,20.59,1.0,6,2,82,2,1,4.3,2020,8,18,2010,6,1,4838.0,1817.0,1462.0
42194,2,161,7952,5.94,1,17,1.0,0,5,779415.0,2.0,2016.0,2.7,3.0,1,38.98,1.0,11,2,2,1,1,35.8,2020,5,5,2015,12,1,4780.0,1885.0,1845.0
73163,18,175,12582,2.82,1,3,4.0,0,5,779412.0,2.0,2020.0,2.0,13.0,1,46.69,1.0,8,2,23,2,2,42.6,2021,5,23,2020,4,1,5087.0,1868.0,1500.0
72847,18,289,525,8.25,5,1,1.0,0,5,779412.0,2.0,2013.0,2.0,13.0,1,52.3,1.0,3,2,20,1,2,21.9,2020,11,19,2013,11,1,4642.0,1881.0,1686.0
34810,18,175,381,11.76,6,1,2.0,1,5,779412.0,2.0,2013.0,2.0,13.0,1,49.46,1.0,8,2,23,2,2,18.5,2021,5,11,2013,3,1,5039.0,1860.0,1492.0
69402,59,343,749,10.26,3,3,2.0,3,5,779412.0,2.0,2010.0,1.3,6.0,1,5.73,1.0,2,2,66,3,2,0.88,2020,12,2,2010,1,1,4210.0,1755.0,1460.0
23601,66,312,1195,5.71,1,15,1.0,1,5,779416.0,2.0,2017.0,2.0,13.0,1,29.38,1.0,6,2,75,2,1,17.08,2021,4,21,2018,1,1,4730.0,1824.0,1426.0
13235,27,379,3340,16.35,1,1,2.0,1,5,779411.0,3.0,2014.0,3.0,13.0,1,109.8,1.0,11,2,29,1,2,42.0,2021,6,21,2013,12,1,4850.0,2073.0,1780.0
3106,3,133,1611,8.87,1,14,1.0,0,5,779416.0,2.0,2017.0,1.5,3.0,1,19.28,1.0,6,2,3,2,1,10.88,2021,3,10,2017,6,1,4873.0,1852.0,1470.0
20798,47,150,197,11.89,5,18,2.0,0,5,779414.0,2.0,2011.0,1.6,17.0,1,11.88,1.0,2,2,51,2,2,2.3,2020,8,3,2010,10,1,4556.0,1773.0,1486.0
28110,8,16,770,8.64,6,1,2.0,1,5,779412.0,2.0,2014.0,1.6,3.0,1,12.83,1.0,2,2,8,2,2,6.0,2020,7,1,2014,6,1,4523.0,1775.0,1467.0
58452,9,1061,10378,9.72,2,4,1.0,1,5,779413.0,1.0,2015.0,2.0,3.0,1,23.68,1.0,11,2,9,1,2,8.5,2021,4,24,2015,7,1,4806.0,1975.0,1794.0
13323,12,53,796,5.67,2,1,2.0,1,5,779415.0,2.0,2010.0,2.0,22.0,1,19.78,1.0,5,2,13,1,1,7.68,2021,1,14,2011,1,1,4575.0,1820.0,1680.0
54061,8,11,9801,15.78,2,18,2.0,1,5,779412.0,2.0,2011.0,1.8,3.0,1,21.58,1.0,6,2,10,2,2,7.13,2020,11,17,2011,12,1,4870.0,1834.0,1472.0
41011,17,480,7751,6.24,1,17,1.0,0,5,779412.0,2.0,2015.0,1.5,32.0,2,21.98,1.0,2,2,19,2,1,6.28,2020,5,18,2016,9,1,4740.0,1770.0,1480.0
23585,66,312,1195,7.5,1,8,1.0,1,5,779416.0,2.0,2017.0,2.0,13.0,1,29.38,1.0,6,2,75,2,2,17.48,2020,8,25,2017,5,1,4730.0,1824.0,1426.0
27902,11,987,5711,7.84,2,1,3.0,0,5,779412.0,2.0,2004.0,1.8,6.0,1,34.85,1.0,8,2,12,2,1,2.5,2020,6,12,2005,8,1,4886.0,1810.0,1475.0
60028,14,374,10613,3.68,1,1,1.0,0,5,779413.0,1.0,2013.0,2.3,21.0,1,21.58,1.0,6,2,15,2,1,4.68,2020,10,16,2013,9,1,4861.0,1820.0,1462.0
31266,8,1017,6227,0.12,1,1,4.0,0,5,779412.0,2.0,2020.0,1.4,16.0,1,15.99,1.0,1,2,8,1,1,13.8,2021,5,24,2019,11,1,4194.0,1760.0,1601.0
21683,5,73,4731,2.83,5,1,1.0,0,5,779416.0,2.0,2016.0,1.5,16.0,1,23.59,1.0,3,2,5,1,1,12.0,2021,6,27,2015,12,1,4667.0,1839.0,1660.0
53922,12,53,9777,6.84,1,27,1.0,1,5,779415.0,2.0,2015.0,2.0,11.0,1,19.98,1.0,5,2,13,1,2,15.7,2020,5,23,2015,10,1,4585.0,1820.0,1685.0
48967,66,256,8990,9.12,2,7,1.0,0,5,779416.0,2.0,2014.0,2.0,3.0,1,34.99,1.0,8,2,75,2,1,14.5,2021,4,10,2014,10,1,5131.0,1852.0,1501.0
39662,20,95,7534,15.18,2,1,2.0,5,5,779412.0,2.0,2011.0,1.8,21.0,1,46.5,1.0,8,2,21,2,1,13.8,2020,12,16,2011,5,1,5012.0,1855.0,1464.0
66654,45,131,11651,8.67,2,4,1.0,0,5,779415.0,3.0,2014.0,2.5,3.0,1,37.1,1.0,8,2,47,2,2,20.98,2020,9,29,2015,6,1,4900.0,1820.0,1450.0
5724,27,46,2049,8.5,1,13,2.0,1,5,779411.0,3.0,2014.0,2.0,3.0,1,45.8,1.0,3,2,29,1,2,16.6,2020,4,28,2013,12,1,4500.0,2005.0,1765.0
42391,23,56,882,3.76,1,19,1.0,0,5,779419.0,2.0,2017.0,1.8,3.0,1,14.98,1.0,6,2,25,2,2,9.0,2021,6,29,2018,4,1,4710.0,1820.0,1470.0
24116,12,92,304,13.23,5,17,2.0,0,5,779415.0,2.0,2008.0,2.0,22.0,1,19.98,1.0,6,2,16,2,1,5.3,2021,7,21,2009,9,1,4945.0,1845.0,1480.0
24096,7,113,5092,0.76,1,16,4.0,2,5,779412.0,2.0,2021.0,1.6,11.0,1,13.39,1.0,2,2,7,2,2,11.52,2021,6,21,2021,1,1,4641.0,1815.0,1450.0
24777,28,100,5186,8.7,6,14,2.0,0,5,779419.0,2.0,2011.0,2.0,3.0,1,19.28,1.0,5,2,30,1,1,6.28,2020,12,20,2012,12,1,4440.0,1855.0,1660.0
25307,52,231,799,8.48,1,25,1.0,0,5,779413.0,1.0,2017.0,1.8,32.0,1,13.98,1.0,11,2,57,1,2,9.5,2020,5,9,2017,7,1,4748.0,1933.0,1697.0
62104,2,285,10943,13.15,4,5,1.0,0,5,779415.0,2.0,2013.0,2.5,3.0,1,20.98,1.0,6,2,2,2,2,13.28,2020,12,8,2014,9,1,4750.0,1795.0,1450.0
34076,46,697,6710,6.36,4,1,1.0,1,5,779411.0,3.0,2015.0,2.0,13.0,1,39.8,1.0,6,2,115,2,1,17.98,2021,4,15,2015,9,1,4672.0,1850.0,1416.0
37812,38,278,7226,13.89,5,19,3.0,0,5,779421.0,2.0,2007.0,1.8,3.0,1,18.59,1.0,2,2,38,4,2,2.0,2020,11,29,2007,10,1,4572.0,1769.0,1462.0
18056,8,83,4084,7.29,4,7,2.0,1,5,779412.0,2.0,2012.0,2.0,32.0,1,26.68,1.0,6,2,8,2,1,11.2,2020,6,12,2012,1,1,4799.0,1855.0,1417.0
42992,20,127,8075,5.73,1,1,1.0,1,5,779412.0,2.0,2015.0,1.6,15.0,1,32.58,1.0,6,2,21,2,1,19.0,2021,4,26,2015,6,1,4783.0,1810.0,1442.0
32782,13,257,6520,4.23,1,4,1.0,1,5,779416.0,2.0,2016.0,1.5,4.0,1,8.99,1.0,4,5,14,3,2,5.2,2021,1,17,2017,3,1,4205.0,1722.0,1525.0
36277,8,135,7017,3.18,7,3,2.0,1,5,779412.0,2.0,2016.0,1.6,3.0,1,11.79,1.0,4,2,10,10,1,6.8,2020,6,11,2016,2,1,3987.0,1705.0,1486.0
51573,7,7,617,12.99,7,17,2.0,0,5,779415.0,2.0,2012.0,2.0,5.0,1,16.48,1.0,5,2,7,1,1,6.7,2021,4,25,2014,10,1,4315.0,1783.0,1606.0
72131,12,92,12434,16.41,1,5,2.0,4,5,779415.0,2.0,2010.0,2.4,22.0,1,22.98,1.0,6,2,16,2,2,6.68,2021,3,31,2010,10,1,4945.0,1845.0,1480.0
34700,20,127,6777,5.0,3,4,1.0,0,5,779412.0,2.0,2016.0,2.0,15.0,1,35.38,1.0,6,2,21,2,1,22.8,2020,11,13,2015,9,1,4783.0,1810.0,1442.0
10426,12,71,956,7.4,5,14,2.0,0,5,779415.0,2.0,2009.0,1.8,22.0,1,16.78,1.0,2,2,13,2,1,4.78,2021,3,25,2009,2,1,4520.0,1755.0,1450.0
10432,12,71,956,9.78,4,1,2.0,1,5,779415.0,2.0,2009.0,1.8,22.0,1,16.78,1.0,2,2,13,2,2,4.6,2021,1,7,2010,4,1,4520.0,1755.0,1450.0
49015,12,21,384,3.83,1,2,1.0,0,5,779415.0,2.0,2018.0,1.5,11.0,1,8.58,1.0,4,2,16,3,1,7.38,2021,7,17,2019,5,1,4096.0,1695.0,1525.0
46289,3,140,923,5.57,1,3,1.0,0,5,779416.0,2.0,2015.0,1.5,3.0,1,10.78,1.0,2,2,3,2,2,6.6,2020,7,25,2016,12,1,4587.0,1825.0,1490.0
61251,64,411,10809,0.46,5,17,1.0,0,7,779412.0,2.0,2018.0,1.6,6.0,1,7.38,1.0,14,2,73,6,2,5.0,2020,8,23,2019,4,1,4715.0,1740.0,1900.0
60042,8,171,475,3.22,1,1,1.0,1,5,779412.0,2.0,2016.0,1.6,9.0,1,9.99,1.0,2,2,10,2,1,7.2,2021,1,17,2018,4,1,4475.0,1706.0,1469.0
62821,20,118,878,6.03,1,17,1.0,1,5,779412.0,2.0,2016.0,2.0,19.0,1,48.6,1.0,3,2,21,1,2,34.39,2020,6,20,2017,8,1,4661.0,1898.0,1664.0
43312,28,647,8153,5.3,6,1,2.0,1,5,779412.0,2.0,2016.0,1.6,31.0,1,23.18,1.0,5,2,30,1,1,11.4,2020,11,27,2016,9,1,4480.0,1855.0,1655.0
67030,18,300,11691,4.44,4,31,1.0,0,5,779412.0,3.0,2015.0,1.6,13.0,1,27.6,1.0,2,2,20,3,2,12.8,2021,7,15,2015,7,1,4341.0,1765.0,1458.0
21700,23,844,4734,4.98,4,1,1.0,1,4,779419.0,3.0,2017.0,1.6,3.0,1,19.48,1.0,2,2,92,3,1,7.7,2020,9,4,2013,8,1,4250.0,1805.0,1409.0
64558,8,116,11340,8.63,1,1,1.0,0,5,779412.0,2.0,2018.0,1.6,3.0,1,14.39,1.0,2,2,8,3,2,9.3,2020,7,10,2018,4,1,4348.0,1807.0,1574.0
62859,18,510,11079,7.03,2,1,1.0,1,5,779412.0,3.0,2014.0,3.0,13.0,1,95.6,1.0,16,2,20,2,1,42.88,2020,9,27,2015,3,1,5221.0,1902.0,1498.0
63328,8,208,1049,2.09,5,1,1.0,1,5,779412.0,2.0,2017.0,1.4,31.0,1,15.49,1.0,2,2,8,3,1,9.9,2020,12,22,2017,7,1,4255.0,1799.0,1452.0
42739,12,21,8028,14.07,1,5,2.0,1,5,779415.0,2.0,2008.0,1.5,22.0,1,11.42,1.0,4,2,16,3,2,3.88,2020,11,27,2010,12,1,3900.0,1695.0,1525.0
31578,18,33,6290,13.55,4,4,2.0,2,5,779412.0,2.0,2009.0,2.0,3.0,1,37.5,1.0,6,2,23,2,1,7.68,2020,11,30,2008,12,1,4531.0,1817.0,1421.0
3479,5,67,1664,3.25,1,19,1.0,0,5,779416.0,2.0,2017.0,1.5,19.0,1,19.98,1.0,6,2,5,2,1,12.68,2021,4,6,2018,11,1,4902.0,1863.0,1461.0
69109,11,15,844,11.03,5,1,1.0,0,5,779412.0,2.0,2014.0,2.0,2.0,1,40.98,1.0,8,2,12,2,2,21.0,2021,3,20,2015,11,1,5015.0,1874.0,1455.0
32677,2,349,6482,2.82,1,1,1.0,0,5,779415.0,2.0,2016.0,1.5,2.0,1,8.58,1.0,4,2,24,3,2,7.5,2021,6,29,2018,11,1,4160.0,1700.0,1495.0
20824,12,71,4541,6.71,5,1,2.0,0,5,779415.0,2.0,2009.0,1.8,22.0,1,14.98,1.0,2,2,13,2,1,4.48,2020,7,16,2010,3,1,4520.0,1755.0,1450.0
40862,23,77,7724,8.37,6,4,2.0,1,7,779419.0,3.0,2013.0,2.4,3.0,1,28.88,1.0,3,2,25,1,2,11.28,2020,7,9,2014,1,1,4725.0,1880.0,1686.0
10346,18,175,2810,9.48,6,3,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,46.66,1.0,8,2,23,2,2,23.2,2021,1,17,2014,9,1,5055.0,1860.0,1491.0
11619,9,144,3056,19.97,1,4,1.0,0,5,779413.0,1.0,2017.0,2.0,13.0,3,26.38,1.0,11,2,9,1,1,17.8,2021,1,18,2017,11,1,4856.0,1926.0,1900.0
37242,8,39,7148,8.83,2,7,1.0,1,5,779412.0,2.0,2013.0,2.0,3.0,1,31.58,1.0,5,2,10,1,1,11.98,2021,1,4,2013,7,1,4506.0,1809.0,1685.0
53801,8,208,9739,9.76,4,1,2.0,1,5,779412.0,2.0,2012.0,1.4,16.0,1,14.48,1.0,2,2,8,3,1,6.3,2021,4,15,2013,1,1,4199.0,1786.0,1479.0
55423,8,171,935,6.76,1,1,1.0,0,5,779412.0,2.0,2015.0,1.6,9.0,1,11.79,1.0,2,2,10,3,2,5.8,2021,3,18,2016,10,1,4282.0,1706.0,1475.0
37189,15,22,7139,8.72,6,7,1.0,0,5,779413.0,1.0,2016.0,1.5,16.0,1,13.38,1.0,5,2,17,1,1,6.78,2021,4,9,2016,5,1,4510.0,1852.0,1708.0
11138,66,256,2954,8.97,1,1,1.0,1,5,779416.0,2.0,2015.0,2.0,3.0,1,34.99,1.0,8,2,75,2,1,15.8,2021,5,23,2015,1,1,5131.0,1852.0,1501.0
33278,3,137,176,5.58,1,15,2.0,0,5,779416.0,2.0,2012.0,1.6,32.0,1,14.39,1.0,2,2,3,2,2,5.13,2020,5,27,2013,10,1,4534.0,1823.0,1483.0
62899,4,4,11087,3.97,7,1,2.0,1,4,779411.0,3.0,2011.0,1.6,3.0,1,30.9,1.0,4,2,4,3,1,8.58,2020,12,23,2010,4,1,3723.0,1683.0,1407.0
10275,18,175,2810,8.79,2,35,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,46.66,1.0,8,2,23,2,1,26.0,2021,6,10,2016,3,1,5055.0,1860.0,1491.0
70390,11,15,12146,13.21,2,12,1.0,0,5,779412.0,2.0,2014.0,2.5,2.0,1,42.95,1.0,8,2,12,2,1,21.98,2020,12,31,2014,10,1,5015.0,1874.0,1455.0
27493,3,137,5642,4.38,1,14,1.0,1,5,779416.0,2.0,2017.0,1.5,3.0,1,14.98,1.0,2,2,3,3,1,7.88,2020,11,10,2017,8,1,4368.0,1823.0,1483.0
38905,17,169,231,4.13,1,2,1.0,0,7,779413.0,1.0,2017.0,1.5,32.0,1,11.99,1.0,17,2,19,6,2,7.98,2020,4,15,2017,12,1,4680.0,1810.0,1680.0
19333,17,480,4303,11.12,1,19,1.0,0,5,779412.0,2.0,2017.0,1.5,10.0,2,20.99,1.0,2,2,19,2,1,6.88,2021,3,17,2018,9,1,4740.0,1770.0,1480.0
20433,12,21,4486,3.74,1,32,1.0,1,5,779415.0,2.0,2018.0,1.5,11.0,1,8.18,1.0,4,2,16,3,2,7.58,2021,4,8,2018,4,1,4096.0,1695.0,1525.0
71171,42,396,12273,2.45,3,3,4.0,0,5,779412.0,2.0,2018.0,2.0,31.0,1,54.5,1.0,3,2,43,1,2,57.9,2020,11,28,2019,3,1,4696.0,1923.0,1624.0
26674,50,180,5492,12.18,3,1,2.0,1,5,779415.0,3.0,2012.0,2.0,17.0,1,25.48,1.0,5,2,54,1,1,7.9,2020,11,3,2012,1,1,4560.0,1780.0,1700.0
65250,2,2,11437,8.28,1,1,1.0,0,5,779412.0,2.0,2017.0,1.8,25.0,2,14.18,1.0,2,2,2,2,2,11.9,2020,4,28,2018,6,1,4630.0,1775.0,1485.0
13894,7,234,3407,5.75,1,8,1.0,0,5,779415.0,2.0,2016.0,1.6,11.0,1,13.19,1.0,2,2,7,2,2,8.68,2020,12,2,2017,2,1,4683.0,1780.0,1465.0
7021,20,176,2266,9.09,5,1,2.0,2,4,779412.0,3.0,2009.0,3.5,15.0,1,76.8,1.0,8,2,48,7,1,19.0,2021,7,21,2010,6,1,4701.0,1786.0,1393.0
29303,8,196,5946,9.43,6,7,1.0,0,5,779412.0,1.0,2018.0,2.0,7.0,1,34.9,1.0,8,2,10,2,2,19.9,2021,6,6,2018,4,1,5074.0,1893.0,1489.0
62852,18,510,11079,13.85,5,1,2.0,0,5,779412.0,3.0,2014.0,3.0,13.0,1,95.6,1.0,16,2,20,2,1,37.98,2021,2,18,2015,1,1,5221.0,1902.0,1498.0
32473,18,33,413,14.15,2,5,2.0,3,5,779412.0,2.0,2008.0,2.0,3.0,1,30.9,1.0,6,2,23,2,1,5.3,2020,9,2,2008,5,1,4520.0,1817.0,1421.0
65814,28,410,11537,8.23,1,17,2.0,0,7,779419.0,3.0,2013.0,2.0,3.0,1,16.38,1.0,14,2,49,6,1,6.21,2020,8,29,2013,5,1,4525.0,1805.0,1605.0
54943,8,101,1264,8.21,5,35,1.0,1,5,779412.0,2.0,2016.0,1.8,31.0,1,23.48,1.0,6,2,8,2,2,11.98,2020,11,9,2016,1,1,4865.0,1820.0,1475.0
45913,32,139,8546,7.61,7,3,2.0,0,5,779415.0,2.0,2007.0,1.5,4.0,1,9.18,1.0,4,2,34,3,2,1.88,2020,11,26,2008,6,1,3695.0,1690.0,1510.0
16821,2,82,3876,17.42,2,5,2.0,1,5,779415.0,2.0,2009.0,2.0,4.0,1,20.98,1.0,6,2,24,2,1,6.38,2020,10,27,2009,6,1,4825.0,1820.0,1485.0
22426,20,153,538,12.36,1,7,2.0,1,5,779412.0,3.0,2012.0,1.6,7.0,1,31.8,1.0,2,2,48,3,2,11.6,2021,4,16,2012,9,1,4359.0,1786.0,1541.0
63919,5,67,945,11.94,6,17,2.0,2,5,779416.0,2.0,2012.0,2.0,3.0,1,20.39,1.0,6,2,5,2,2,5.88,2020,7,10,2012,9,1,4830.0,1856.0,1484.0
2519,11,506,1495,1.78,9,1,4.0,0,5,779412.0,3.0,2020.0,3.0,7.0,1,56.08,1.0,8,2,39,12,1,55.3,2021,4,30,2019,11,1,4951.0,1902.0,1498.0
22962,3,137,4931,11.9,1,17,1.0,0,5,779416.0,2.0,2015.0,1.6,10.0,1,12.48,1.0,2,2,3,3,2,4.58,2021,7,10,2015,8,1,4368.0,1823.0,1483.0
31976,11,186,6362,9.45,1,1,1.0,0,5,779412.0,2.0,2015.0,1.4,16.0,1,24.58,1.0,2,2,12,2,1,13.55,2021,7,11,2016,2,1,4462.0,1796.0,1421.0
47296,9,474,8749,2.24,3,7,1.0,1,5,779413.0,1.0,2017.0,1.5,31.0,1,10.28,1.0,1,2,9,1,1,6.9,2020,11,3,2017,3,1,4195.0,1772.0,1638.0
73177,12,902,12586,14.03,2,1,1.0,2,5,779415.0,2.0,2012.0,2.4,22.0,1,25.98,1.0,6,2,16,4,1,12.38,2021,6,14,2013,12,1,4995.0,1900.0,1560.0
32607,8,292,6494,8.76,2,1,2.0,1,5,779412.0,3.0,2012.0,2.0,32.0,1,38.0,1.0,6,2,58,9,1,13.98,2020,6,12,2013,3,1,4771.0,1820.0,1550.0
5004,46,544,1931,11.49,4,1,1.0,1,5,779411.0,3.0,2014.0,2.0,13.0,1,55.0,1.0,8,2,115,2,1,16.8,2021,4,5,2013,11,1,4961.0,1877.0,1460.0
18633,3,133,4195,9.37,1,4,2.0,1,5,779416.0,2.0,2013.0,2.0,3.0,1,24.28,1.0,6,2,3,2,2,8.9799,2020,7,29,2014,7,1,4860.0,1854.0,1480.0
4141,3,434,1755,5.07,4,7,2.0,0,5,779416.0,2.0,2013.0,1.5,6.0,1,9.48,1.0,1,2,3,1,1,3.68,2021,2,23,2014,1,1,4280.0,1785.0,1638.0
40748,23,77,7724,10.95,6,5,2.0,0,7,779419.0,2.0,2013.0,2.4,3.0,1,28.88,1.0,3,2,25,1,1,9.18,2021,5,9,2014,10,1,4725.0,1880.0,1686.0
39248,7,166,925,1.26,2,31,4.0,0,5,779415.0,2.0,2020.0,2.0,11.0,1,18.78,1.0,6,2,7,2,2,15.68,2021,7,16,2020,7,1,4901.0,1850.0,1447.0
19948,13,18,420,8.98,1,15,2.0,1,5,779416.0,2.0,2013.0,1.8,3.0,1,13.69,1.0,2,2,14,2,1,3.78,2021,7,20,2013,8,1,4598.0,1797.0,1477.0
17078,2,134,3899,1.49,1,2,1.0,0,5,779415.0,2.0,2017.0,1.2,2.0,1,12.48,1.0,2,2,24,2,1,9.22,2020,3,20,2018,4,1,4630.0,1775.0,1480.0
26768,7,113,1058,2.31,1,20,1.0,0,5,779415.0,2.0,2018.0,1.6,11.0,1,13.78,1.0,2,2,7,2,2,9.58,2020,11,7,2018,3,1,4631.0,1760.0,1503.0
13778,16,487,3406,1.77,1,7,1.0,1,5,779415.0,2.0,2017.0,1.5,3.0,1,13.99,1.0,2,2,27,2,2,11.8,2020,8,18,2019,1,1,4582.0,1795.0,1458.0
42755,3,133,8032,14.27,5,4,3.0,0,5,779416.0,2.0,2005.0,2.0,4.0,1,18.98,1.0,6,2,3,2,2,1.48,2021,7,28,2006,7,1,4810.0,1800.0,1450.0
39012,11,15,7431,17.13,2,1,2.0,1,5,779412.0,2.0,2009.0,2.4,20.0,1,46.88,1.0,8,2,12,2,2,8.5,2020,9,10,2009,7,1,5035.0,1855.0,1485.0
38489,20,859,7328,13.34,1,1,2.0,1,5,779412.0,3.0,2010.0,5.5,15.0,1,169.8,1.0,11,2,48,1,1,78.0,2020,7,27,2010,11,1,4668.0,1774.0,1952.0
10533,61,356,2837,1.03,1,2,1.0,0,5,779412.0,2.0,2018.0,2.0,31.0,1,17.5,1.0,5,2,9,1,1,12.9799,2020,3,13,2018,8,1,4625.0,1860.0,1720.0
1945,28,410,1431,19.29,5,17,2.0,0,7,779419.0,3.0,2007.0,2.0,17.0,1,14.88,1.0,14,2,49,6,1,2.92,2020,12,19,2009,6,1,4545.0,1800.0,1650.0
31259,6,20,1169,7.19,5,7,1.0,0,5,779413.0,1.0,2016.0,1.3,32.0,1,10.88,1.0,5,2,6,1,1,6.58,2020,6,16,2017,10,1,4440.0,1833.0,1560.0
66525,64,439,11630,10.59,2,19,1.0,0,7,779413.0,1.0,2013.0,2.0,21.0,1,15.95,1.0,10,2,73,6,1,5.78,2021,3,16,2014,11,1,5100.0,1840.0,1970.0
62101,2,285,10943,7.83,1,22,1.0,4,5,779415.0,2.0,2013.0,2.5,3.0,1,20.98,1.0,6,2,2,2,1,15.8,2020,7,9,2016,2,1,4750.0,1795.0,1450.0
24869,18,175,306,6.24,1,1,1.0,1,5,779412.0,2.0,2014.0,2.0,13.0,1,49.96,1.0,8,2,23,2,1,27.8,2021,3,18,2015,10,1,5055.0,1860.0,1491.0
33648,8,185,6636,4.3,6,1,2.0,0,7,779412.0,3.0,2013.0,1.8,32.0,1,26.56,1.0,12,2,58,6,2,11.5,2020,8,5,2014,7,1,4854.0,1904.0,1740.0
18614,32,123,4181,10.62,10,1,2.0,0,5,779415.0,2.0,2013.0,1.0,6.0,1,5.09,1.0,7,2,34,3,1,1.8,2021,3,9,2013,3,1,3570.0,1600.0,1470.0
37866,10,52,7238,1.35,4,17,1.0,0,5,779413.0,1.0,2017.0,1.5,6.0,1,5.69,1.0,2,2,11,2,1,3.5,2020,12,23,2018,1,1,4572.0,1825.0,1482.0
48218,20,334,8896,6.05,2,13,1.0,0,5,779412.0,2.0,2016.0,5.5,15.0,1,214.68,1.0,11,2,93,1,1,175.8,2020,8,12,2016,7,1,4769.0,1855.0,1938.0
40629,5,296,7705,0.49,1,1,4.0,0,5,779412.0,2.0,2020.0,1.3,11.0,1,17.79,1.0,2,2,5,2,1,10.7,2021,6,10,2020,4,1,4723.0,1802.0,1476.0
66033,8,208,11546,3.16,1,1,1.0,0,5,779412.0,2.0,2017.0,1.4,31.0,1,17.19,1.0,2,2,8,3,2,12.3,2020,5,5,2016,12,1,4255.0,1799.0,1452.0
72576,23,77,12481,6.26,6,1,2.0,0,5,779419.0,3.0,2013.0,2.4,3.0,1,24.98,1.0,3,2,25,1,2,8.5,2020,7,25,2013,10,1,4725.0,1880.0,1686.0
12793,20,176,3250,6.19,1,1,2.0,1,4,779412.0,3.0,2011.0,1.8,15.0,1,61.8,1.0,8,2,48,7,1,19.8,2021,1,9,2012,3,1,4701.0,1786.0,1393.0
51588,66,704,9439,1.21,6,5,1.0,0,5,779412.0,2.0,2018.0,2.0,19.0,1,35.27,1.0,5,2,75,1,1,24.3,2020,9,16,2018,9,1,4600.0,1881.0,1634.0
10653,13,391,921,9.87,4,7,2.0,1,5,779416.0,2.0,2014.0,1.4,3.0,1,13.39,1.0,1,2,14,1,2,6.0,2020,10,29,2014,11,1,4248.0,1776.0,1674.0
61102,12,53,10789,3.11,2,17,2.0,0,5,779415.0,2.0,2012.0,2.0,22.0,1,19.38,1.0,5,2,13,1,1,8.8,2021,5,22,2012,7,1,4550.0,1820.0,1685.0
10097,12,92,196,0.53,1,2,1.0,0,5,779412.0,2.0,2018.0,1.5,11.0,1,18.98,1.0,6,2,16,2,1,17.5799,2020,3,30,2018,10,1,4893.0,1862.0,1449.0
63741,80,657,11192,4.83,1,41,2.0,1,5,779416.0,3.0,2016.0,2.0,3.0,1,37.98,1.0,5,2,95,1,1,19.1,2020,10,6,2015,9,1,4552.0,1864.0,1637.0
34661,6,190,6769,1.31,1,7,1.0,0,5,779413.0,1.0,2020.0,1.8,7.0,1,13.68,1.0,5,2,6,1,1,11.68,2021,3,10,2020,5,1,4544.0,1831.0,1713.0
59669,3,434,10564,14.22,5,1,2.0,0,5,779416.0,2.0,2013.0,1.5,32.0,1,12.78,1.0,1,2,3,1,2,3.8,2020,5,30,2013,5,1,4280.0,1785.0,1658.0
42533,2,82,1204,6.55,2,12,1.0,0,5,779415.0,2.0,2015.0,2.0,3.0,1,19.28,1.0,6,2,24,2,1,14.28,2021,7,7,2016,1,1,4850.0,1825.0,1480.0
6768,7,113,2207,7.07,8,17,1.0,1,5,779415.0,2.0,2016.0,1.8,11.0,1,15.9,1.0,2,1,7,2,1,8.58,2020,4,18,2016,2,1,4631.0,1760.0,1503.0
