carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate
65888,2021/6/4,16.8,{},2021/6/8,
66215,2020/11/4,14.8,{},2020/11/30,
12670,2020/11/3,39.8,{},2020/11/14,
63625,2020/12/17,4.38,{"2020-12-20": "4"},2020/12/22,
66160,2020/11/27,5.58,{},2020/12/10,
15937,2021/4/3,9.5,{"2021-04-16": "9.3"},2021/4/30,
49223,2021/4/1,25,{},2021/4/8,
45922,2021/6/1,9.88,{},2021/6/9,
69263,2020/8/7,1.5,{},2020/8/8,
3128,2021/1/29,10.98,{},2021/3/8,
49600,2020/6/16,3.38,{"2020-06-18": "3.18"},2020/6/23,
43397,2020/8/26,30.6,{},2020/8/31,
31871,2021/3/16,5.98,{},2021/3/22,
7754,2020/7/20,18.18,{},2020/9/27,
40102,2021/5/7,6.8,{},2021/5/14,
71161,2020/11/21,57,"{""2020-11-23"": ""56.3"", ""2020-11-28"": ""56.2"", ""2020-12-01"": ""54.8""}",2020/12/5,
57220,2020/7/20,29.5,{},2020/7/23,
24647,2020/7/21,5.2,{},2020/8/12,
4926,2020/4/20,2.6,{"2020-04-27": "2.3"},2020/4/29,
6350,2021/1/30,17.8,{"2021-02-02": "17.5"},2021/2/27,
18175,2020/8/9,13.5,{"2020-08-10": "13.3"},2020/9/2,
26014,2020/11/3,30.38,"{""2020-12-10"": ""28.88"", ""2021-03-26"": ""28""}",2021/4/7,
47772,2021/7/7,5.6,{},2021/7/22,
17307,2020/8/25,3.58,{},2020/9/22,
70036,2020/7/26,29.5,{},2020/8/8,
41859,2020/5/3,6.5,{},2020/5/17,
8621,2020/9/7,11.88,"{""2020-09-14"": ""10.88"", ""2020-09-19"": ""10.8""}",2021/1/11,
34719,2021/3/14,23.8,{},2021/4/8,
59929,2021/6/17,14.38,{},2021/7/15,
26721,2020/11/16,11.5,"{""2020-11-17"": ""10.8"", ""2020-11-20"": ""10.5"", ""2020-11-22"": ""10.4"", ""2020-11-27"": ""10.3"", ""2020-11-28"": ""10.2"", ""2020-12-13"": ""10.1""}",2020/12/16,
6717,2021/3/21,16,{},2021/3/30,
6797,2020/9/24,3.98,{},2020/10/1,
38728,2020/6/18,38.8,{"2020-06-20": "36.8"},2020/8/3,
26423,2020/8/31,27.88,"{""2020-09-01"": ""26.88"", ""2020-09-15"": ""26.6""}",2020/9/22,
67712,2020/7/25,31,{"2020-07-31": "29.8"},2020/8/23,
69285,2020/11/20,31.8,{"2020-11-26": "31.7"},2020/12/2,
62742,2020/1/13,8.6,{"2020-01-14": "8.9"},2020/2/27,
41888,2020/8/14,18.68,{},2020/9/4,
29794,2020/11/11,16.9899,{},2020/11/23,
61996,2020/9/14,6.18,{},2020/10/25,
63290,2021/6/28,10.6,{},2021/8/4,
33691,2021/5/20,3.98,{},2021/5/21,
48004,2020/11/18,5.3,{"2020-11-24": "5.15"},2020/12/3,
62756,2020/8/29,8.3,{},2020/9/11,
66216,2020/8/26,14.28,{},2020/9/3,
56392,2020/9/3,7.2,{},2020/9/9,
37225,2020/12/2,22.8,{},2020/12/18,
35735,2020/10/21,20.8,{"2020-10-31": "20.2"},2020/11/3,
42303,2021/6/6,7.9,{},2021/6/28,
29864,2021/4/24,18,{},2021/4/26,
55026,2021/5/11,2.58,{},2021/7/1,
30283,2021/7/9,11,{},2021/7/10,
9414,2020/7/13,12.6,"{""2020-07-20"": ""12.3"", ""2020-07-21"": ""11.8"", ""2020-07-25"": ""11.78""}",2020/8/4,
61383,2020/8/4,23.98,{},2020/8/17,
67975,2020/8/6,10.88,{},2020/8/21,
23155,2020/12/18,19.98,"{""2021-01-09"": ""19.78"", ""2021-01-11"": ""19.68"", ""2021-01-20"": ""19.58""}",2021/1/22,
19262,2020/6/10,12.68,{"2020-06-24": "12.38"},2020/7/17,
24569,2020/5/1,10.3,{"2020-05-06": "10.28"},2020/5/13,
63571,2020/7/31,10,{},2020/8/3,
42620,2021/3/13,1.9,{},2021/3/30,
53157,2021/6/16,23.5,{},2021/6/23,
44295,2020/11/12,30.5,{"2020-12-07": "30"},2020/12/11,
31424,2020/9/8,14.2,{},2020/9/10,
24172,2020/5/18,21.5799,{"2020-06-03": "21.2"},2020/6/8,
65250,2020/4/28,11.9,{},2020/5/26,
37335,2020/6/15,24.2,{},2020/8/3,
20428,2021/2/28,7,{},2021/3/7,
2129,2021/2/23,7,{},2021/3/7,
46971,2021/4/6,27,{},2021/4/7,
12950,2020/6/13,8.4,{},2020/6/23,
71700,2020/6/18,5.68,{},2020/7/8,
29330,2021/3/8,4.7,{"2021-03-10": "4.8"},2021/3/13,
2759,2020/12/2,18.6,{},2020/12/22,
66651,2021/3/2,9.3,{},2021/3/17,
41386,2021/3/29,11.38,{"2021-04-06": "10.68"},2021/4/8,
27902,2020/6/12,2.5,{},2020/6/13,
64811,2021/5/28,17.98,{},2021/6/2,
27081,2021/7/12,7.28,{},2021/10/20,
47926,2021/6/30,5.56,{},2021/7/19,
33565,2020/2/20,3.68,{},2020/5/25,
30632,2021/1/5,15.5,{},2021/2/17,
47078,2021/1/27,43.5,"{""2021-03-09"": ""43.2"", ""2021-03-30"": ""42.8"", ""2021-04-13"": ""41.5""}",2021/4/26,
51698,2021/1/31,2.5,{},2021/1/31,
21291,2021/5/9,15.18,{},2021/5/25,
60687,2021/1/8,9.8,{},2021/3/8,
17173,2020/9/7,16.8,"{""2020-09-08"": ""16.2"", ""2020-09-09"": ""15.9"", ""2020-09-15"": ""15.5"", ""2020-09-21"": ""16.5""}",2020/9/26,
49015,2021/7/17,7.38,{},2021/7/26,
45884,2021/6/25,22,{},2021/8/24,
16551,2020/11/26,1.68,{},2020/12/12,
62734,2020/12/14,7.98,{},2021/1/16,
48754,2020/12/11,7.89,"{""2020-12-17"": ""7.88"", ""2021-01-20"": ""7.8"", ""2021-01-22"": ""7.75""}",2021/1/27,
8578,2021/4/20,25.58,{"2021-05-08": "26.1"},2021/5/28,
37394,2020/10/24,43.6,{},2020/11/3,
26941,2021/1/1,91.8,{},2021/3/12,
67149,2020/12/21,18.8,{},2021/1/17,
14473,2021/4/11,7.8,{},2021/4/17,
22864,2021/2/23,12.8,{"2021-03-11": "12"},2021/3/16,
3738,2020/9/17,9.6,"{""2020-09-24"": ""9.38"", ""2020-10-06"": ""9.18"", ""2020-10-07"": ""9.1"", ""2020-10-09"": ""9"", ""2020-10-10"": ""8.95""}",2020/10/21,
41755,2020/10/30,6.5,{},2020/11/16,
39452,2021/5/9,13.8,{"2021-05-10": "13.38"},2021/5/26,
65997,2020/11/6,19.98,{"2020-11-18": "18.78"},2020/11/20,
22624,2020/11/6,17.6,{},2020/11/24,
53142,2021/5/1,16.88,{},2021/6/10,
39988,2020/12/15,13.5,{},2021/1/6,
28794,2021/7/2,16.58,{},2021/8/2,
19275,2021/3/28,3.38,{},2021/6/6,
66927,2020/1/3,9.8,"{""2020-01-11"": ""9.6"", ""2020-01-14"": ""9.3""}",2020/3/18,
14541,2021/2/22,17.5,{},2021/3/17,
30352,2020/6/14,18.2,{},2020/6/30,
45391,2020/5/26,5.8,{},2020/6/17,
5685,2020/12/19,8.9,{},2021/1/29,
26625,2021/2/20,9.9,{},2021/3/8,
33011,2021/3/7,10.3,{"2021-03-15": "9.8"},2021/3/22,
66873,2021/4/12,20.5,{},2021/4/24,
32451,2021/3/19,2,{},2021/3/20,
53879,2020/4/4,9.5,{},2020/5/11,
73837,2020/10/31,2.98,{},2020/11/12,
23943,2020/1/15,12.8,{},2020/2/24,
49221,2020/6/4,24.2,{"2020-06-07": "23.8"},2020/6/9,
55220,2021/3/5,27.88,{},2021/4/10,
57399,2021/4/7,9.3,{},2021/4/21,
50425,2021/7/12,6.2,{},2021/7/12,
54749,2020/7/19,6.34,{},2020/7/28,
40017,2020/12/29,12.98,{},2021/1/8,
52897,2020/10/4,21.6,{},2020/10/7,
49228,2020/10/12,25.8,{},2020/11/24,
32041,2020/11/16,43.9,{},2020/11/21,
3714,2020/9/8,8.98,{},2020/9/22,
18504,2020/6/23,12.9,{"2020-07-04": "12.8"},2020/7/6,
70250,2021/5/20,9.9,"{""2021-06-02"": ""9.6"", ""2021-06-03"": ""9.8""}",2021/6/19,
26638,2020/10/24,3.78,{},2020/11/23,
46369,2021/6/28,6.1,{},2021/7/5,
59614,2021/5/18,15.68,{},2021/5/27,
20674,2020/7/21,42.9,{},2020/8/2,
41219,2020/11/28,10.2,{},2020/12/5,
13005,2021/1/18,5.65,{},2021/1/31,
63976,2021/3/27,24.3,{"2021-04-02": "24"},2021/4/3,
39199,2020/6/7,4,{},2020/7/14,
63239,2020/8/5,25.2,{},2020/8/29,
19617,2021/4/25,9.98,{},2021/5/7,
29189,2021/2/7,2.68,{},2021/3/1,
3914,2021/4/27,22.8,"{""2021-04-28"": ""22.7"", ""2021-05-10"": ""22.6"", ""2021-06-05"": ""22.2""}",2021/6/19,
55499,2021/4/5,24.58,{},2021/4/28,
65276,2021/5/20,8.88,{},2021/6/19,
69803,2020/9/6,4.5,{"2020-09-22": "5.8"},2020/9/27,
25412,2020/11/11,36.88,{},2020/11/30,
46964,2021/5/15,12.8,{},2021/5/17,
20915,2021/1/21,11.38,{},2021/2/28,
67665,2020/11/16,38.8,{},2020/11/19,
27259,2021/3/9,9.9,{},2021/3/25,
35887,2020/9/8,27.3,"{""2020-09-11"": ""25.5"", ""2020-09-12"": ""26.8""}",2020/10/28,
9885,2020/12/12,3.61,{"2020-12-29": "3.35"},2020/12/30,
16755,2021/6/4,15,{},2021/6/8,
37015,2021/4/25,21.68,"{""2021-04-28"": ""21.58"", ""2021-04-29"": ""21.48"", ""2021-05-04"": ""21.28"", ""2021-05-05"": ""21.18"", ""2021-05-17"": ""21.1""}",2021/5/23,
50423,2021/3/23,7.28,{},2021/3/27,
47591,2021/6/3,6.88,{},2021/6/16,
44947,2020/11/4,14,{},2020/11/19,
15726,2020/9/15,3.5,{},2020/9/19,
46449,2020/11/13,6,{"2020-11-17": "5.6"},2020/11/19,
45117,2021/6/14,1.2,{},2021/6/18,
16425,2021/6/23,21.8,{},2021/6/29,
37701,2021/6/9,18.98,{},2021/6/16,
53786,2021/5/18,6.78,{},2021/6/8,
3345,2020/12/29,9.2,{},2021/5/21,
10648,2021/2/26,5.8,{},2021/2/27,
27849,2021/2/20,12.98,{"2021-06-02": "10.6"},2021/6/4,
65006,2021/4/18,16.5,{},2021/4/24,
42975,2020/7/30,19.8,{},2020/8/7,
18018,2020/5/11,16.8,{},2020/5/14,
47004,2021/5/6,13.8,"{""2021-06-08"": ""13.5"", ""2021-06-13"": ""13.3"", ""2021-06-16"": ""13.2""}",2021/6/18,
61215,2021/7/3,6.5,{},2021/7/5,
32435,2020/7/17,22.3,{"2020-07-31": "21.8"},2020/8/12,
48179,2020/10/10,8.18,{},2020/10/19,
72702,2021/5/9,18.98,{"2021-05-22": "18.8799"},2021/5/23,
33980,2020/9/19,6.18,{},2020/9/28,
7857,2020/10/29,5.5,{},2020/11/3,
18103,2021/4/7,2.3,{},2021/4/8,
46145,2020/7/19,14.68,{},2020/9/13,
9829,2020/11/4,5.7,{},2020/11/7,
28247,2020/7/25,5.8,{},2020/10/13,
35046,2021/7/11,4.68,"{""2021-07-13"": ""4.64"", ""2021-07-21"": ""4.6""}",2021/8/12,
49036,2021/7/27,21.5,{},2021/9/1,
71320,2020/11/26,19.68,{"2020-11-30": "19.38"},2020/12/2,
12036,2021/6/11,14.5,{},2021/6/29,
73054,2021/6/19,8.98,{"2021-06-23": "8.38"},2021/6/29,
42496,2020/5/9,10.2,{},2020/6/9,
72324,2020/8/8,9.8,{"2020-08-10": "9.5"},2020/8/11,
3801,2020/10/29,14.2,{"2020-11-02": "13.9"},2020/12/3,
49447,2021/2/23,10.32,{},2021/3/7,
33885,2021/1/12,5.5,{},2021/1/12,
34323,2021/1/21,8.98,{},2021/2/20,
68487,2020/7/21,18.5,{"2020-08-14": "18"},2020/8/15,
4222,2020/6/12,6.2,{},2020/7/5,
11935,2020/3/7,4.19,{},2020/6/21,
19721,2020/8/13,21.88,{},2020/11/29,
6497,2020/9/9,19.8,{},2020/9/25,
59989,2020/3/8,7.88,{},2020/5/9,
18834,2020/4/18,6.68,"{""2020-05-05"": ""6.5"", ""2020-05-07"": ""6.4""}",2020/5/8,
40055,2020/5/12,10.5,"{""2020-05-26"": ""10"", ""2020-06-02"": ""9.9799""}",2020/6/4,
27973,2020/12/23,7.2,{"2021-01-02": "6.9"},2021/1/10,
38868,2020/5/23,16.5799,"{""2020-06-09"": ""15.98"", ""2020-06-14"": ""15.93""}",2020/8/5,
45502,2020/11/10,16.9,{},2020/11/14,
39086,2020/9/24,27.68,{"2020-10-16": "27.4"},2020/11/16,
53435,2020/12/2,21,{"2020-12-09": "20.98"},2021/1/8,
57087,2020/8/23,6.58,{},2020/8/27,
64568,2021/5/16,7.8,{},2021/6/18,
11472,2021/3/14,49,{"2021-03-30": "48.8"},2021/4/15,
71465,2020/10/21,5.8,{},2020/11/16,
16022,2020/6/3,2.58,{},2020/6/14,
15050,2020/11/2,9.6,{},2020/12/7,
24528,2020/9/24,48.8,{"2020-11-02": "48.5"},2020/11/23,
3016,2021/3/14,8.3,{"2021-03-15": "7.3"},2021/3/28,
28684,2021/5/9,31.98,{},2021/5/14,
64465,2020/11/8,12.3,{},2020/11/26,
44425,2021/2/23,18.65,{},2021/3/15,
65501,2021/3/13,7.18,{},2021/3/17,
8180,2020/9/13,4.8,{},2020/9/16,
59905,2021/5/5,26.8,{},2021/5/27,
72634,2021/2/22,5.8,{"2021-02-23": "5.3"},2021/2/27,
3964,2021/3/10,17.28,{},2021/3/17,
17624,2021/6/21,12.38,{},2021/7/5,
68861,2020/5/24,17.66,{},2020/6/20,
21506,2021/6/30,3.18,{},2021/7/6,
17594,2021/4/23,24,{"2021-04-24": "23.8799"},2021/5/7,
45609,2020/3/10,15.7,{},2020/5/7,
57393,2021/7/3,2.9,{},2021/7/26,
43926,2020/8/10,5.2,"{""2020-09-09"": ""5.08"", ""2020-09-13"": ""4.98""}",2020/11/5,
4213,2020/12/17,5.8,{"2020-12-23": "5.5"},2020/12/28,
51385,2021/6/16,6.88,{},2021/6/20,
49399,2020/4/27,15.5,{},2020/5/11,
55140,2020/11/15,7.88,{},2020/11/25,
12143,2021/1/5,3.52,{"2021-01-09": "3.35"},2021/1/15,
10649,2021/4/17,5.58,{"2021-04-19": "4.9"},2021/4/24,
20081,2020/11/12,11.88,{},2021/1/16,
56228,2020/12/22,51.88,"{""2020-12-26"": ""51.38"", ""2021-01-13"": ""51""}",2021/1/17,
6938,2020/12/22,1.28,{},2021/2/3,
40979,2021/4/19,11.5,{},2021/4/21,
24828,2021/4/4,22.5,{},2021/4/12,
32993,2021/3/21,1.8,{},2021/3/23,
43333,2021/4/3,2.98,{},2021/4/17,
23720,2020/4/20,3.5,{},2020/4/20,
44818,2021/4/16,6.5,{"2021-05-06": "6.15"},2021/5/6,
24446,2020/5/26,12.98,{},2020/6/2,
64042,2021/2/23,11.5,{},2021/3/11,
58208,2020/9/10,7,{},2020/9/10,
41503,2020/8/13,7.8,{"2020-08-24": "7.6"},2020/10/8,
61560,2021/1/17,12.78,{},2021/2/24,
71025,2021/1/20,15.8,{},2021/1/25,
66426,2020/8/20,6.3,{},2020/10/14,
11331,2020/11/8,14.2,{"2020-11-09": "13.6"},2020/11/16,
45014,2020/11/24,17.2,"{""2020-11-25"": ""16.98"", ""2020-12-31"": ""16.8799""}",2021/3/13,
60319,2021/3/3,24.58,{},2021/3/16,
4520,2021/4/17,35.38,"{""2021-04-21"": ""35.28"", ""2021-04-29"": ""35.18"", ""2021-05-18"": ""34.88"", ""2021-05-23"": ""34.3"", ""2021-05-26"": ""33.98""}",2021/5/28,
50911,2020/8/16,6.38,{},2020/8/19,
9154,2021/5/21,3.5,{},2021/5/23,
6103,2020/11/13,6.8,{},2021/2/18,
28074,2021/3/13,12.88,{},2021/4/10,
61094,2020/8/17,9.57,{},2020/8/22,
61518,2020/6/9,5.9,{},2020/6/12,
7350,2021/6/29,11.12,{},2021/7/26,
40200,2021/6/9,8.5,{"2021-06-25": "8.8"},2021/7/29,
72322,2020/7/12,11.6,{"2020-07-31": "11.38"},2020/8/18,
62318,2020/9/26,10.8,{},2020/11/7,
56795,2021/3/22,32,{"2021-05-18": "30.5"},2021/5/26,
55681,2020/5/30,7.7,{},2020/6/21,
26957,2021/3/26,22.3,{},2021/4/5,
53383,2021/6/25,22.88,{},2021/7/21,
62407,2020/5/14,24.5,{},2020/12/19,
36005,2020/3/29,13,{},2020/4/29,
6854,2020/12/11,15.35,{},2021/1/12,
73029,2021/5/20,25.8,{},2021/6/11,
26008,2020/11/30,15.68,"{""2020-12-02"": ""15.66"", ""2020-12-04"": ""15.64"", ""2020-12-08"": ""15.62""}",2020/12/23,
38993,2020/9/14,29.8,{},2020/10/21,
6723,2021/5/30,14.8,{},2021/7/1,
24127,2021/7/24,3.95,{},2021/8/27,
46824,2021/6/17,19.5,{},2021/7/4,
65523,2021/4/25,13.98,{},2021/5/26,
26049,2021/2/21,11.5,{},2021/3/8,
33099,2020/12/14,10.5,{},2021/1/7,
25256,2021/6/13,16.38,{},2021/6/21,
17516,2020/9/21,26.5,{},2020/9/29,
30320,2021/2/24,15.3,"{""2021-02-28"": ""15"", ""2021-03-06"": ""14.5"", ""2021-03-10"": ""14.3""}",2021/3/18,
40528,2020/4/8,22.5,{},2020/5/13,
36240,2020/10/25,13.68,{"2020-11-06": "14.3"},2020/11/12,
16908,2021/3/18,7.6,{},2021/3/26,
5621,2020/7/2,8.98,{"2020-07-05": "8.85"},2020/7/12,
30704,2021/5/22,29.8,{},2021/7/10,
41862,2020/12/6,27,{},2020/12/7,
24167,2021/5/22,21.2,{},2021/6/28,
4279,2020/12/25,8.2,{},2020/12/28,
13261,2021/5/10,17.5,{},2021/5/21,
38334,2021/4/3,12.5,{},2021/5/6,
23166,2021/6/16,18.3,{},2021/7/5,
13728,2020/12/17,8.18,{},2020/12/17,
70032,2020/7/30,30.8,{},2020/8/12,
44345,2021/3/16,5.98,{"2021-03-17": "5.7"},2021/4/7,
26991,2020/9/16,14.18,{},2020/9/27,
13155,2020/9/28,21.8,{},2020/11/1,
11299,2021/1/24,21.28,{},2021/2/23,
41000,2020/7/21,35.5,{},2020/8/27,
41113,2020/11/28,33.95,{},2021/2/3,
46511,2020/12/24,5.98,{"2021-02-06": "6.5"},2021/2/23,
29027,2020/3/19,8.6,{},2020/7/18,
68762,2020/1/7,19,{},2020/1/10,
52531,2021/1/15,6.38,{},2021/3/14,
16922,2020/11/9,8.5,{},2021/2/18,
27000,2020/7/21,12.98,{},2020/9/18,
16184,2020/9/29,15.2,{},2020/10/10,
3407,2021/5/4,13.6,{},2021/5/24,
16793,2020/8/31,14.8,{},2020/9/6,
63543,2020/7/20,12,{"2020-07-31": "11.8"},2020/8/10,
21008,2021/7/15,8.5,{},2021/7/19,
64486,2021/6/5,6.58,{},2021/6/8,
5580,2020/9/19,51.8,{},2020/9/25,
14187,2021/4/19,6,{},2021/5/30,
28087,2021/7/4,45.98,{"2021-07-23": "45.58"},2021/8/12,
38051,2020/8/1,26,"{""2020-08-03"": ""25.5"", ""2020-08-13"": ""25""}",2020/9/7,
70295,2020/10/13,9.58,"{""2020-10-19"": ""9.18"", ""2020-10-23"": ""8.88""}",2020/11/9,
71848,2021/1/6,14.18,{},2021/2/1,
45936,2020/8/13,14.28,{"2020-08-20": "13.98"},2020/9/3,
46424,2020/7/31,17.98,{},2020/9/18,
69724,2020/5/29,9.8,"{""2020-06-23"": ""8.99"", ""2020-06-26"": ""8.8""}",2020/6/30,
16114,2021/4/20,27.68,{"2021-05-14": "27.14"},2021/5/16,
45040,2021/2/22,13.38,{"2021-03-15": "12.6"},2021/3/18,
58228,2021/7/17,8.5,{},2021/8/3,
49576,2021/2/20,3.18,{},2021/3/15,
6642,2020/6/5,8.4,{},2020/7/7,
54330,2021/6/25,11.5,{},2021/7/23,
73740,2020/8/24,1.3798,{},2020/12/6,
15061,2020/9/22,8.42,{},2020/10/5,
30789,2021/6/1,16.58,{},2021/6/2,
42171,2021/4/21,32.3,{},2021/4/26,
47598,2021/3/13,5.68,{},2021/3/15,
53728,2020/12/28,6.58,"{""2021-01-07"": ""6.48"", ""2021-01-13"": ""6.28""}",2021/1/24,
25855,2021/7/26,21.58,{},2021/8/23,
37604,2020/11/25,4,{},2020/12/16,
73982,2020/12/6,6.98,{},2021/2/25,
39445,2020/11/25,14.8,{},2020/11/30,
11599,2021/1/6,9.38,"{""2021-01-10"": ""9.18"", ""2021-01-13"": ""8.9799""}",2021/1/18,
17195,2021/5/12,26,{},2021/5/24,
37620,2021/6/23,20,{},2021/6/25,
28291,2021/2/22,4.95,{},2021/3/2,
26529,2020/3/28,4.9,{"2020-03-31": "4.38"},2020/4/15,
6011,2020/10/6,7.98,{},2020/10/10,
21575,2020/10/7,7.28,{},2020/10/14,
21504,2020/9/23,4.3,{},2020/9/29,
22377,2020/4/29,11,{},2020/5/15,
41598,2020/3/18,1.88,{},2020/3/31,
22289,2020/7/20,2.6,{},2020/7/21,
66292,2020/11/7,22,{},2020/11/9,
4458,2021/4/11,5.98,{},2021/4/22,
17974,2020/4/26,9.5,{},2020/12/8,
63103,2020/5/28,18.8,{},2020/6/2,
53133,2021/5/11,6.58,{},2021/5/20,
46360,2020/12/23,5.88,{},2021/1/8,
62131,2021/6/22,16.8,{},2021/6/23,
48982,2021/1/23,8.98,{},2021/3/20,
40447,2020/11/3,21.5,{},2020/11/13,
40210,2020/8/27,13,{},2020/9/9,
61464,2020/6/29,19.98,{},2020/7/8,
13713,2021/5/7,6.5,{},2021/5/9,
20459,2020/10/28,8.8,{},2020/11/21,
58259,2020/11/29,9.98,{},2020/12/10,
43024,2020/7/9,3.5,{},2020/7/11,
48345,2020/7/15,12,{"2020-07-31": "12.9"},2020/9/28,
59322,2020/6/22,5.1,{},2020/7/8,
16782,2020/3/12,17.9899,{},2020/3/29,
62269,2020/5/7,4.88,{},2020/5/22,
61671,2021/2/20,13.4,{},2021/3/15,
30758,2020/12/27,39.98,{},2021/2/22,
41967,2020/8/19,1.9,{},2020/8/25,
57810,2020/5/29,15.58,{},2020/7/8,
5272,2021/7/29,24.38,{},2021/9/6,
3492,2020/9/16,22.8,{},2020/10/8,
64703,2021/5/27,17.3,"{""2021-05-28"": ""15.9"", ""2021-05-30"": ""15.3"", ""2021-06-13"": ""14.8""}",2021/6/15,
73753,2020/6/30,5.5,{"2020-07-10": "5.3"},2020/8/8,
5718,2020/11/9,2,{},2020/11/22,
46258,2020/9/5,4.8,{"2020-09-08": "4.7"},2020/9/9,
46764,2020/10/12,1.6,{},2020/11/2,
36084,2020/6/4,12.09,{},2020/7/20,
18743,2020/6/2,10.9,{},2020/7/7,
44519,2020/7/9,13.38,{},2020/7/17,
73730,2020/12/15,6.8,{},2020/12/16,
60370,2021/4/28,3.2,{},2021/5/9,
62963,2020/12/15,17.6,{},2020/12/25,
52598,2020/5/16,7.98,{},2020/5/19,
52143,2021/4/7,7.8,{},2021/4/12,
72153,2021/1/4,3.8,{"2021-01-09": "3.68"},2021/1/19,
15865,2020/7/24,6.2,{"2020-08-06": "5.88"},2020/8/23,
58068,2020/8/31,6.98,{"2020-09-23": "6.88"},2020/10/13,
17382,2021/1/14,8.3,{},2021/1/22,
27781,2020/11/19,17.5,{},2020/11/27,
51338,2021/2/4,12.98,{"2021-02-24": "12.88"},2021/3/10,
9346,2021/5/5,9.95,{},2021/5/25,
6222,2021/1/11,11.3,{},2021/3/8,
10127,2021/5/30,33,{},2021/6/10,
4576,2021/1/15,15.68,{},2021/1/30,
74029,2020/11/14,11.68,{"2020-12-07": "11"},2021/1/20,
24859,2020/11/18,24.2,{"2020-11-26": "24.1"},2020/12/2,
22555,2020/9/26,2.68,{},2020/10/8,
8759,2021/4/10,2.18,{"2021-04-22": "2.08"},2021/5/12,
70508,2021/7/22,6.8,{},2021/8/13,
37229,2020/6/3,23,{},2020/6/13,
73605,2021/1/16,29.8,{},2021/1/30,
11241,2020/12/21,17.68,"{""2020-12-24"": ""17.3799"", ""2020-12-25"": ""17.38""}",2021/1/22,
52119,2021/5/7,8.88,{"2021-05-25": "8.8"},2021/6/12,
42598,2021/3/25,13.5,{"2021-04-06": "10.85"},2021/4/11,
11519,2020/10/8,25.38,{},2020/10/22,
11036,2021/6/9,45.8,{},2021/7/2,
8329,2021/7/28,6.48,{},2021/8/7,
14517,2020/12/3,5.38,"{""2020-12-07"": ""5.28"", ""2020-12-09"": ""5.09"", ""2020-12-17"": ""4.95"", ""2020-12-18"": ""4.88""}",2021/1/3,
22248,2020/11/6,12.8,"{""2020-11-10"": ""12.3"", ""2020-11-20"": ""11.9""}",2020/11/20,
61486,2020/10/15,17.65,"{""2020-10-22"": ""17.5"", ""2020-11-10"": ""17.4""}",2020/12/5,
25051,2021/5/22,51,{"2021-06-03": "48.98"},2021/6/12,
61553,2021/1/5,3.98,{},2021/1/12,
14080,2020/7/6,17.2,"{""2020-07-13"": ""16.9"", ""2020-07-21"": ""16.8"", ""2020-07-22"": ""16.7""}",2020/7/25,
13087,2020/12/17,26.8,{},2021/1/11,
65015,2020/9/6,15.68,{"2020-10-17": "15.28"},2020/10/24,
37549,2020/3/18,4.85,{},2020/3/31,
4246,2021/3/27,1.28,{},2021/3/29,
51963,2021/6/26,8.9,{},2021/8/19,
49389,2021/2/25,24.88,{"2021-03-11": "24.78"},2021/4/7,
27956,2021/3/14,6.9,{},2021/3/30,
52008,2021/1/23,13.5,{},2021/2/4,
55900,2021/1/12,12.38,{},2021/1/17,
53489,2021/3/28,8.95,{"2021-04-02": "8.66"},2021/4/22,
36360,2021/4/12,10.6,{"2021-04-25": "10.55"},2021/5/28,
48378,2020/12/13,15.88,{},2021/4/8,
65028,2021/3/25,17,{},2021/4/8,
56143,2020/1/6,16.28,{},2020/1/13,
54168,2020/11/23,3.1,{"2020-11-30": "3"},2020/12/7,
56614,2021/6/17,8.2,{},2021/6/22,
17109,2020/6/3,7.2,"{""2020-06-05"": ""6.8"", ""2020-06-09"": ""6.3""}",2020/6/10,
34587,2020/8/13,7.58,{},2020/12/9,
50511,2021/3/5,7.8,{},2021/4/6,
23000,2020/10/5,11.98,{},2020/10/19,
47109,2021/3/6,13.6,{},2021/3/27,
12682,2021/6/6,22.88,{"2021-06-22": "22.68"},2021/11/11,
63162,2021/3/18,26.18,{},2021/4/23,
37847,2020/9/22,37.2,"{""2020-09-24"": ""37"", ""2020-11-02"": ""36.8""}",2020/11/5,
7927,2020/7/26,3.59,{},2020/9/17,
27817,2020/6/24,17.8,{"2020-07-10": "17.5"},2020/7/22,
42839,2020/12/11,22.8,{},2020/12/25,
37300,2020/10/28,13.2,{},2020/11/10,
63754,2020/7/7,5.6,{},2020/7/18,
45443,2020/9/21,12.38,{"2020-09-26": "11.9799"},2020/10/27,
31930,2020/4/26,10.58,{},2020/5/7,
17907,2020/12/19,16.8,{},2020/12/31,
13176,2020/8/11,11.2,{},2020/8/15,
33956,2021/6/14,60,{},2021/6/23,
70905,2021/6/19,5.8,{},2021/6/25,
69804,2020/10/16,5.2,{},2020/10/19,
23492,2020/6/28,12.02,{},2020/7/20,
36519,2021/1/28,12.7,{"2021-02-05": "12.4"},2021/5/10,
8127,2021/4/28,8.89,{"2021-05-20": "8.66"},2021/5/26,
42218,2020/7/9,10.68,{},2020/8/3,
54733,2020/7/2,6.6,{},2020/7/5,
14344,2021/6/10,15.7,{},2021/7/3,
9165,2020/11/18,2.98,{},2020/12/18,
13108,2021/7/9,3.3,{},2021/7/10,
28516,2020/6/16,3.98,{"2020-07-06": "3.78"},2020/7/9,
